symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date
SESHAPAPER,Seshasayee Paper and Boards Limited,Basic Materials,Paper & Paper Products,17104499712.0,923500032.0,5.399,0.0,14161950720.0,69.116,17.8,4.095,4.3626,0.0,825299968.0,2026-07-11,ok,INR,OK,25018300000.0,7022700000.0,4175400000.0,2.406,0.892,,0.01186,-0.132,,12815225856.0,708800000.0,920000000.0,1898012544.0,0.6623034,16.39051,2026-07-12
SETL,Standard Engineering Technology Limited,Industrials,Specialty Industrial Machinery,7740999168.0,1189585024.0,15.367,826836992.0,6075048960.0,78.196,36.3,10.995,14.7123,21.38,800448000.0,2026-07-11,ok,INR,OK,12538008000.0,,5934805000.0,2.397,1.069,10.365,0.058179997,,,56636018688.0,2411407872.0,453299008.0,-777970240.0,7.3697557,72.49377,2026-07-12
SFL,Sheela Foam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",38208401408.0,3635500032.0,9.515,9079799808.0,83573293056.0,65.392,23.6,5.119,7.6125,0.0,1596099968.0,2026-07-11,ok,INR,OK,51167700000.0,19375700000.0,-3545500000.0,0.763,0.421,27.85,0.02829,0.253,,91033395200.0,1702599936.0,4093199872.0,1871575040.0,2.5698369,52.3461,2026-07-12
SGFIN,SG Finserve Limited,Financial Services,Capital Markets,3336591872.0,3063301120.0,91.809,27041646592.0,42034421760.0,68.994,97.0,10.316,19.6921,0.0,1276572032.0,2026-07-11,ok,INR,OK,41733999000.0,2439960000.0,9112020000.0,1.54,0.09,185.189,0.058140002,-0.453,,66631401472.0,2044205952.0,-15714842624.0,-15947019264.0,2.8512046,28.4904,2026-07-12
SGIL,Synergy Green Industries Limited,Industrials,Metal Fabrication,3664194048.0,403487008.0,11.012,2503926016.0,9380032512.0,72.514,22.1,4.257,9.5445,0.0,46565000.0,2026-07-11,ok,INR,OK,4727600000.0,650627000.0,-307611000.0,0.85,0.508,225.406,0.03133,0.033,,11764320256.0,119639000.0,192675008.0,-1260401024.0,8.516941,199.93378,2026-07-12
SGL,STL Global Limited,Consumer Cyclical,Textile Manufacturing,1015075008.0,8202000.0,0.808,125730000.0,291147776.0,69.633,-24.8,-0.825,1.5402,0.0,-2155000.0,2026-07-11,ok,INR,OK,548083000.0,,191399000.0,2.309,1.252,48.323,-0.00139,0.707,,400908000.0,3060000.0,21187000.0,5627625.0,1.0693462,,2026-07-12
SGMART,SG Mart Limited,Industrials,Industrial Distribution,63152799744.0,1367000064.0,2.165,2679200000.0,82987876352.0,65.147,17.5,7.92,11.8763,0.0,1110599936.0,2026-07-11,ok,INR,OK,22496200000.0,,11072000000.0,2.804,2.034,16.781,0.03441,-0.776,,75834621952.0,9841300480.0,2581100032.0,9736112128.0,5.198563,74.06637,2026-07-12
SHADOWFAX,SHADOWFAX TECHNOLOGIES L,Industrials,Integrated Freight & Logistics,42024398848.0,2118400000.0,5.041,2470799872.0,133498216448.0,48.382,73.6,9.289,6.7175,0.0,1117100032.0,2026-07-11,ok,INR,OK,28339000000.0,,7480700000.0,1.841,1.837,14.161,0.02885,,,126215200768.0,10323999744.0,3500900096.0,2338857472.0,7.683732,104.16895,2026-07-12
SHAH,Shah Metacorp Limited,Basic Materials,Steel,2079928960.0,17606000.0,0.846,2390839040.0,4568039936.0,55.214,50.2,5.123,3.2345,0.0,121667000.0,2026-07-11,ok,INR,OK,5656574000.0,,3524032000.0,20.585,6.728,77.528,-0.0039500003,0.645,,6680655360.0,22695000.0,-577443008.0,-2173448448.0,1.402715,31.0,2026-07-12
SHAHALLOYS,Shah Alloys Limited,Basic Materials,Steel,372700000.0,71400000.0,19.157,629900032.0,1457098880.0,63.053,-98.7,205.844,115.5831,0.0,1077299968.0,2026-07-11,ok,INR,OK,2076100000.0,,-457200000.0,0.497,0.03,56.061,0.0018000001,-0.14,,2075414144.0,10900000.0,-710000000.0,-971330496.0,1.2962083,1.3524439,2026-07-12
SHAILY,Shaily Engineering Plastics Limited,Basic Materials,Specialty Chemicals,9906671616.0,2799194880.0,28.256,1774129024.0,127287246848.0,50.314,8.7,26.877,30.3592,0.0,1699121024.0,2026-07-11,ok,INR,OK,11467362000.0,,889408000.0,1.246,0.664,24.755,0.13868,-0.109,,128698523648.0,251728000.0,2257222912.0,-117790752.0,17.745316,75.18065,2026-07-12
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery,26976100352.0,4216999936.0,15.632,5052800000.0,71478272000.0,54.33,28.6,17.97,22.8091,0.0,2575800064.0,2026-07-11,ok,INR,OK,30483800000.0,,13564800000.0,2.117,1.625,29.625,0.0979,-0.155,,69603868672.0,6840099840.0,1240499968.0,-1460162560.0,4.1857862,27.543983,2026-07-12
SHALBY,Shalby Limited,Healthcare,Medical Care Facilities,11414290432.0,1427520000.0,12.506,5945849856.0,18408173568.0,76.466,8.5,3.467,7.8798,0.0,373880000.0,2026-07-11,ok,INR,OK,18391300000.0,,1436370000.0,1.25,0.543,59.122,0.02567,0.562,,23379609600.0,841969984.0,-110000.0,-1504347520.0,1.817604,53.11455,2026-07-12
SHALPAINTS,Shalimar Paints Limited,Basic Materials,Specialty Chemicals,5756299776.0,-224000000.0,-3.891,1647600000.0,4261735936.0,75.143,-12.3,-22.944,-15.1366,70.51,-649500032.0,2026-07-11,ok,INR,OK,6405600000.0,,-432900000.0,0.885,0.503,65.594,-0.03907,0.281,,5451982848.0,470900000.0,233500000.0,-132587504.0,1.7021064,,2026-07-12
SHANTI,Shanti Overseas (India) Limited,Consumer Defensive,Farm Products,139248000.0,-22512000.0,-16.167,161582000.0,74299144.0,,357.7,-96.735,-27.0466,0.0,-74963000.0,2026-07-11,ok,INR,OK,201629000.0,,56003000.0,3.664,1.416,403.985,-0.06264,0.394,,235548896.0,325000.0,-118846000.0,-138551376.0,1.8573015,,2026-07-12
SHANTIGEAR,Shanthi Gears Limited,Industrials,Specialty Industrial Machinery,5187200000.0,1039100032.0,20.032,0.0,33965262848.0,74.827,-11.8,18.186,20.2402,0.0,766600000.0,2026-07-11,ok,INR,OK,5555900000.0,2320500000.0,2920200000.0,3.713,2.56,,0.10361,-0.172,,32562262016.0,1405200000.0,701000000.0,131362496.0,7.71887,44.260002,2026-07-12
SHANTIGOLD,SHANTI GOLD INTERNATION L,Consumer Cyclical,Luxury Goods,20187090944.0,2087849984.0,10.343,2162439936.0,15290840064.0,74.885,121.6,37.336,32.6438,0.0,1401539968.0,2026-07-11,ok,INR,OK,8564750000.0,,5451400000.0,3.315,1.753,36.138,0.19853,,,15678698496.0,491750016.0,-2606279936.0,-2631326208.0,2.3409493,9.9901085,2026-07-12
SHARDACROP,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs,52675850240.0,10395338752.0,19.735,0.0,82529198080.0,75.91,12.9,24.157,25.2574,0.0,6808609792.0,2026-07-11,ok,INR,OK,57803000000.0,,20519040000.0,1.86,1.245,,0.085080005,0.559,,76716687360.0,5813430784.0,6556875776.0,-1422962688.0,2.6311173,12.12071,2026-07-12
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Cyclical,Auto Parts,33967710208.0,4187428096.0,12.328,491534016.0,49809821696.0,64.404,29.6,29.089,37.789,0.0,3454088960.0,2026-07-11,ok,INR,OK,17568552000.0,10327035000.0,7847491000.0,1.978,1.623,3.744,0.11181,0.499,,40392404992.0,9908697088.0,3628989952.0,2416247040.0,3.793503,14.771025,2026-07-12
SHARDUL,Shardul Securities Limited,Financial Services,Capital Markets,6461000.0,,0.0,2740167936.0,,73.138,,-7.216,-5.2215,,-491366016.0,2026-07-11,ok,INR,OK,9343894000.0,,553718000.0,64.001,62.055,41.655,-0.05875,0.772,,5132986880.0,545116032.0,-226972992.0,,0.4466125,,2026-07-12
SHAREINDIA,Share India Securities Limited,Financial Services,Capital Markets,13224742912.0,,0.0,12187447296.0,39244169216.0,63.068,59.9,12.968,14.2578,42.87,3234716928.0,2026-07-11,ok,INR,OK,45898615000.0,,35712194000.0,5.574,5.552,45.906,0.07752,-0.122,,17708118016.0,34414874624.0,-1823992064.0,,1.50806,12.150406,2026-07-12
SHBAJRG,Shri Bajrang Alliance Limited,,,2709800960.0,85879000.0,3.169,1040219008.0,,72.371,-41.2,12.305,,,442663008.0,2026-07-11,ok,INR,OK,,,,1.16,0.174,27.11,0.00643,0.159,,2698931456.0,3206000.0,-102703000.0,-286398496.0,0.4331304,,2026-07-12
SHILCTECH,Shilchar Technologies Limited,Industrials,Electrical Equipment & Parts,6519398912.0,1904184960.0,29.208,0.0,51301285888.0,73.394,-36.0,37.762,42.8514,0.0,1581611008.0,2026-07-11,ok,INR,OK,5905141000.0,,4078703000.0,5.304,4.219,,0.21565,-0.313,,48836419584.0,2459489024.0,1920204032.0,1272820096.0,10.450501,32.466694,2026-07-12
SHILPAMED,Shilpa Medicare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,15388699648.0,4347100160.0,28.249,6598600192.0,122659143680.0,55.38,31.5,9.822,14.524,8.73,2433299968.0,2026-07-11,ok,INR,OK,37056100000.0,,2617100000.0,1.309,0.675,25.465,0.05612,0.201,,128833732608.0,451800000.0,3421799936.0,-1420312064.0,4.734744,50.49517,2026-07-12
SHINDL,Sharat Industries Limited,,,5247164928.0,360313984.0,6.867,1296611968.0,,59.418,24.9,10.919,,,159032992.0,2026-07-11,ok,INR,OK,,,,2.066,0.959,83.902,0.065570004,-0.052,,5397434880.0,200823008.0,14590000.0,-176792368.0,2.783556,,2026-07-12
SHIVATEX,Shiva Texyarn Limited,Consumer Cyclical,Textile Manufacturing,3405240064.0,340636000.0,10.003,732630016.0,2104838016.0,79.433,-9.5,7.27,13.5217,0.0,102124000.0,2026-07-11,ok,INR,OK,2709848000.0,,284196000.0,1.337,0.539,50.435,0.04256,0.472,,2601358080.0,111382000.0,497920992.0,265028752.0,1.3631349,19.466328,2026-07-12
SHIVAUM,SHIV AUM STEELS LIMITED,Basic Materials,Steel,5754512896.0,156104000.0,2.713,970963968.0,5780170240.0,,6.6,6.082,12.8882,0.0,,2026-07-11,ok,INR,OK,2240366000.0,,1262650000.0,2.394,1.02,80.361,0.04276,-0.659,,6528527360.0,224266000.0,144844992.0,30569250.0,4.7852817,80.645164,2026-07-12
SHK,S H Kelkar and Company Limited,Basic Materials,Specialty Chemicals,23670999040.0,2158700032.0,9.12,10289200128.0,18122051584.0,67.572,13.6,5.249,9.4499,8.3,,2026-07-11,ok,INR,OK,29131900000.0,9445300000.0,3111900000.0,1.269,0.605,75.521,0.0311,0.395,,27770750976.0,645900032.0,2631300096.0,-71987504.0,1.3306501,26.184,2026-07-12
SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical,Department Stores,50433200128.0,3289299968.0,6.522,33166800896.0,40223064064.0,65.892,13.7,-11.79,7.6216,9.73,,2026-07-11,ok,INR,OK,62906600000.0,-7628800000.0,-4811400000.0,0.849,0.139,1139.713,0.02307,-0.239,,73260056576.0,127100000.0,8376800256.0,4152924928.0,13.821092,,2026-07-12
SHRADHA,Shradha Realty Limited,Real Estate,Real Estate - Development,1170514048.0,257655008.0,22.012,1024923008.0,1903891968.0,,-3.2,11.311,10.8092,0.0,,2026-07-11,ok,INR,OK,4889559000.0,,3046642000.0,4.275,1.01,30.406,0.031159999,0.663,,3672704000.0,370016000.0,-424251008.0,-935585280.0,0.88130724,7.9002433,2026-07-12
SHREDIGCEM,Shree Digvijay Cement Company Limited,Basic Materials,Building Materials,7490991104.0,705283008.0,9.415,5139314176.0,11031446528.0,61.067,-3.7,6.845,5.1304,0.0,,2026-07-11,ok,INR,OK,10584862000.0,,3686398000.0,2.725,2.148,140.51,0.027999999,-0.015,,16119105536.0,48299000.0,-4108790016.0,-859659008.0,3.0151608,44.130177,2026-07-12
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,88744697856.0,27891701760.0,31.429,33939900416.0,960289112064.0,72.763,5.2,,10.2078,0.0,,2026-07-11,ok,INR,OK,314756900000.0,127295600000.0,81132100000.0,,,38.149,,,0.67,935903297536.0,25250000896.0,,,10.421786,54.945393,2026-07-12
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,Industrials,Marine Shipping,7093779968.0,2430309888.0,34.26,2780730112.0,89890144256.0,89.096,20.5,29.87,24.6223,0.0,,2026-07-11,ok,INR,OK,12208840000.0,,3497110000.0,2.029,1.768,36.166,0.14607,,,88288010240.0,4205489920.0,1909900032.0,-991694976.0,11.668112,56.473896,2026-07-12
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,Specialty Chemicals,9766254592.0,995459008.0,10.193,1315937024.0,13806577664.0,70.678,-0.6,12.202,13.1297,0.0,,2026-07-11,ok,INR,OK,9703156000.0,,1945535000.0,1.676,1.08,21.571,0.05175,0.106,,13798619136.0,1318530048.0,1018174016.0,-358415360.0,2.2622745,19.802877,2026-07-12
SHREERAMA,Shree Rama Multi-Tech Limited,Consumer Cyclical,Packaging & Containers,2396773888.0,404606016.0,16.881,219246000.0,5769821696.0,67.676,5.6,14.975,17.8601,0.0,,2026-07-11,ok,INR,OK,2278580000.0,,776232000.0,3.292,1.976,12.35,0.08726,-0.093,,6310484992.0,85935000.0,324415008.0,-18599124.0,3.4795556,24.423729,2026-07-12
SHREYANIND,Shreyans Industries Limited,Basic Materials,Paper & Paper Products,6228308992.0,160480000.0,2.577,614032000.0,1924239104.0,72.365,-6.4,1.516,2.418,0.0,,2026-07-11,ok,INR,OK,6341128000.0,,1800705000.0,2.258,1.872,14.387,0.00045000002,0.188,,342095936.0,2196908032.0,144636992.0,78896872.0,0.45104137,29.741455,2026-07-12
SHRIKRISH,Shri Krishna Devcon Limited,,,,,,,,,,,,,,2026-07-11,ok,INR,OK,,,,,,,,,,,,,,1.2781932,,2026-07-12
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Cyclical,Luxury Goods,22458169344.0,1587449984.0,7.068,1890899968.0,22078124032.0,77.879,106.5,26.289,23.2528,0.0,,2026-07-11,ok,INR,OK,8917380000.0,,6135910000.0,3.998,1.774,27.898,0.15302,,,22673573888.0,1272409984.0,-2817200128.0,-3069785088.0,3.2539332,16.896679,2026-07-12
SHRIPISTON,SPR Auto Technologies Limited,Consumer Cyclical,Auto Parts,18192349184.0,2994565120.0,16.461,,184551145472.0,67.016,-5.3,,18.0089,0.0,,2026-07-11,ok,INR,OK,61525290000.0,,11668550000.0,1.939,1.162,,,,,,,,,6.363885,33.44456,2026-07-12
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,207354904576.0,,0.0,1820772663296.0,2456713428992.0,22.119,24.7,16.382,,0.0,,2026-07-11,ok,INR,OK,3213745200000.0,297794800000.0,,2.275,2.257,276.215,0.03258,0.574,,4172913836032.0,104298799104.0,-132814299136.0,,2.9802563,19.607512,2026-07-12
SHRIRAMPPS,Shriram Properties Limited,Real Estate,Real Estate - Development,12674100224.0,910400000.0,7.183,6160600064.0,15352070144.0,48.901,57.2,7.159,10.0365,0.0,,2026-07-11,ok,INR,OK,37144900000.0,,13091000000.0,1.63,0.109,42.189,0.01323,0.829,,19971080192.0,1548499968.0,-155000000.0,-1412225024.0,1.0518193,15.221659,2026-07-12
SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,Steel,185522094080.0,23400699904.0,12.613,10050700288.0,271396225024.0,74.908,26.6,8.971,12.9456,0.0,,2026-07-11,ok,INR,OK,200608400000.0,,-237300000.0,0.997,0.197,8.133,0.050100002,0.425,,290885533696.0,5316599808.0,20235599872.0,-6276037632.0,2.4109342,25.707882,2026-07-12
SICAGEN,Sicagen India Limited,Basic Materials,Steel,9734800384.0,393000000.0,4.037,1590200064.0,2085427840.0,69.276,10.4,3.692,7.3753,,180700000.0,2026-07-11,ok,INR,OK,7395300000.0,,3050700000.0,2.358,1.562,32.125,0.02438,0.154,,2824617728.0,845600000.0,441800000.0,-15975000.0,0.42019823,11.531729,2026-07-12
SICALLOG,Sical Logistics Limited,Industrials,Integrated Freight & Logistics,3856800000.0,783200000.0,20.307,4850500096.0,7227711488.0,81.26,29.6,24.689,17.4202,56.01,492800000.0,2026-07-11,ok,INR,OK,9072600000.0,,1314100000.0,1.791,0.975,179.935,0.02595,0.435,,11174868992.0,659699968.0,522900000.0,-1927325056.0,4.266271,13.851682,2026-07-12
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,172373999616.0,23963000832.0,13.902,3065999872.0,1245175349248.0,76.824,14.6,,16.4577,0.0,14961000448.0,2026-07-11,ok,INR,OK,199892000000.0,,93125000000.0,2.57,1.88,2.213,,,,1191343292416.0,56118001664.0,-3569335040.0,,8.990351,73.53313,2026-07-12
SIGIND,Signet Industries Limited,Industrials,Conglomerates,13467887616.0,977604992.0,7.259,4596758016.0,1393253248.0,76.125,7.1,6.712,29.8707,0.0,161554000.0,2026-07-11,ok,INR,OK,9604450000.0,,1780974000.0,1.265,0.789,185.772,0.06141,0.088,,5912487936.0,157395008.0,164259008.0,-557900992.0,0.5953459,8.830224,2026-07-12
SIGMA,Sigma Solve Limited,Technology,Information Technology Services,956169984.0,282487008.0,29.544,20130000.0,3940392704.0,81.082,4.7,37.783,38.5387,0.0,238772992.0,2026-07-11,ok,INR,OK,892230000.0,,267323000.0,5.239,4.557,2.611,0.22698,0.141,,3873299712.0,103337000.0,304995008.0,170240752.0,5.1332173,16.525862,2026-07-12
SIGMAADV,Sigma Advanced Systems Limited,Industrials,Aerospace & Defense,4968177152.0,528161984.0,10.631,3316685056.0,102686072832.0,71.247,,87.583,52.7526,0.0,2680429056.0,2026-07-11,ok,INR,OK,10591299000.0,,1902404000.0,1.418,0.852,70.808,0.03365,1.632,,105734799360.0,244179008.0,-2246905088.0,-4190786560.0,21.91732,38.307037,2026-07-12
SIGNATURE,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,25958649856.0,-478649984.0,-1.844,29785849856.0,119421337600.0,76.808,112.8,84.882,36.3393,0.0,10946280448.0,2026-07-11,ok,INR,OK,172551970000.0,,21083460000.0,1.156,0.208,161.04,-0.00331,0.896,,121699573760.0,27367038976.0,1257180032.0,6602078720.0,6.449052,10.905062,2026-07-12
SIGNPOST,Signpost India Limited,Communication Services,Advertising Agencies,5759343104.0,1466009984.0,25.454,2029532032.0,16975720448.0,74.174,46.1,27.3,29.1172,0.0,701126976.0,2026-07-11,ok,INR,OK,6877125000.0,,786887000.0,1.257,1.116,69.752,0.10678001,0.817,,18746083328.0,240184000.0,220400000.0,-790575360.0,5.882789,24.152092,2026-07-12
SIKA,Sika Interplant Systems Limited,,,2112263040.0,451507008.0,21.376,0.0,,77.526,-10.2,26.08,,,364424000.0,2026-07-11,ok,INR,OK,,,,3.42,3.175,,0.1682,0.132,,25320962048.0,275784000.0,465460000.0,420303616.0,16.456007,,2026-07-12
SIKKO,Sikko Industries Limited,Basic Materials,Agricultural Inputs,650120000.0,63470000.0,9.763,117252000.0,1764672000.0,,-41.7,6.089,8.1398,0.0,51046000.0,2026-07-11,ok,INR,OK,1147917000.0,,668444000.0,3.444,1.325,13.589,0.03205,0.09,,1734409216.0,3206000.0,-73095000.0,-112423752.0,1.8781961,33.666668,2026-07-12
SIL,Standard Industries Limited,Consumer Cyclical,Textile Manufacturing,343310016.0,-135611008.0,-39.501,36098000.0,1058854272.0,60.599,10.0,-16.631,-12.9819,0.0,-195016992.0,2026-07-11,ok,INR,OK,1919329000.0,,653934000.0,1.957,1.06,3.137,-0.05949,0.054,,798323072.0,297504992.0,426384000.0,-608056768.0,0.9209422,,2026-07-12
SILGO,Silgo Retail Limited,Consumer Cyclical,Luxury Goods,470336992.0,88177000.0,18.748,201784992.0,1957272704.0,,-19.0,5.806,10.6422,38.65,56972000.0,2026-07-11,ok,INR,OK,644587000.0,177844000.0,584506000.0,5.748,0.359,14.644,0.04861,0.299,,2164546816.0,8322000.0,-674505984.0,-689841728.0,1.4304565,29.800798,2026-07-12
SILINV,SIL Investments Limited,Financial Services,Asset Management,627800000.0,,0.0,0.0,4450790912.0,82.143,,1.308,1.7924,0.0,378200000.0,2026-07-11,ok,INR,OK,28572208000.0,4944777000.0,2352371000.0,26.842,26.786,,0.01195,0.03,,4906289152.0,201000000.0,477700000.0,,0.17350927,11.766106,2026-07-12
SILLYMONKS,Silly Monks Entertainment Limited,Communication Services,Entertainment,230782000.0,-13346000.0,-5.783,0.0,163687152.0,,-21.6,-20.266,-14.1276,0.0,-19869000.0,2026-07-11,ok,INR,OK,146148000.0,,74152000.0,4.348,2.405,,-0.08627,-0.125,,125428608.0,46435000.0,-32768000.0,-26991750.0,1.4327853,,2026-07-12
SILVERTUC,Silver Touch Technologies Limited,Technology,Information Technology Services,3419934976.0,590345984.0,17.262,330052000.0,22723084288.0,82.691,17.7,23.551,27.9925,4.08,357280000.0,2026-07-11,ok,INR,OK,2963410000.0,,947377000.0,1.947,1.278,19.451,0.11895,0.458,,22971924480.0,131116000.0,171480000.0,72994872.0,13.424483,63.768684,2026-07-12
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction,10211900416.0,552400000.0,5.409,16416600064.0,21494159360.0,63.843,0.3,5.379,2.4751,33.09,400100000.0,2026-07-11,ok,INR,OK,38808500000.0,,16300200000.0,2.286,0.567,167.843,0.00396,0.678,,35789750272.0,1780899968.0,743699968.0,1527725056.0,2.16596,52.36031,2026-07-12
SINCLAIR,Sinclairs Hotels Limited,Consumer Cyclical,Lodging,592390976.0,189740000.0,32.03,343878016.0,3884995328.0,68.995,16.6,7.633,9.3647,0.0,90544000.0,2026-07-11,ok,INR,OK,1674901000.0,,581845000.0,7.522,7.375,28.381,0.04615,-0.379,,3772741120.0,643902016.0,209164000.0,126859376.0,3.3612738,42.81921,2026-07-12
SINDHUTRAD,Sindhu Trade Links Limited,Industrials,Conglomerates,5240811008.0,193292000.0,3.688,4630625792.0,40475631616.0,84.84,-61.1,2.607,4.2753,0.28,414308992.0,2026-07-11,ok,INR,OK,28836765000.0,,6122267000.0,4.838,2.351,20.486,0.0013600001,0.459,,55063560192.0,450548000.0,432958016.0,-1139956096.0,2.6132405,97.22222,2026-07-12
SINGERIND,Singer India Limited,,,5573300224.0,152000000.0,2.727,49900000.0,,52.979,36.7,7.569,,0.0,127600000.0,2026-07-11,ok,INR,OK,,,,2.33,1.166,2.799,0.02711,0.352,,3427433216.0,857100032.0,370200000.0,198471008.0,2.37565,,2026-07-12
SINTERCOM,Sintercom India Limited,Consumer Cyclical,Auto Parts,1006974976.0,174450000.0,17.324,530894016.0,2145518720.0,23.885,14.1,1.4,5.8699,5.9,14322000.0,2026-07-11,ok,INR,OK,2048264000.0,,502901000.0,1.75,0.895,51.503,0.025209999,0.282,,2702046208.0,5835000.0,58277000.0,-49439000.0,2.1119664,149.88463,2026-07-12
SIRCA,Sirca Paints India Limited,Basic Materials,Specialty Chemicals,4924840960.0,988409984.0,20.07,323190016.0,22411612160.0,76.325,32.8,15.768,17.8723,0.0,650184000.0,2026-07-11,ok,INR,OK,5889344000.0,,3130240000.0,5.209,3.54,6.802,0.10593,0.217,,21271644160.0,1080249984.0,444100000.0,-40975624.0,4.9649367,33.906116,2026-07-12
SIS,SIS Limited,Industrials,Security & Protection Services,159815303168.0,6592699904.0,4.125,17892999168.0,61536477184.0,73.012,31.0,5.565,6.5697,0.0,1378099968.0,2026-07-11,ok,INR,OK,76319200000.0,21944400000.0,14414600000.0,1.447,1.345,70.299,0.04659,0.308,,69665128448.0,9751900160.0,7698500096.0,3239987456.0,2.4171884,45.036194,2026-07-12
SIYSIL,Siyaram Silk Mills Limited,Consumer Cyclical,Textile Manufacturing,25724952576.0,3328509952.0,12.939,3523412992.0,29263706112.0,69.289,15.9,16.834,21.3709,0.0,2308998912.0,2026-07-11,ok,INR,OK,21914912000.0,3755612000.0,8706094000.0,2.418,1.404,24.131,0.07784,0.15,,30637963264.0,2152496128.0,931777024.0,-364431264.0,2.004444,12.674396,2026-07-12
SJS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto Parts,9550680064.0,2647170048.0,27.717,232540000.0,69880053760.0,23.94,29.7,21.881,25.7718,4.29,1706979968.0,2026-07-11,ok,INR,OK,11121270000.0,7500820000.0,3976850000.0,2.947,2.314,2.639,0.13646,0.437,,67736506368.0,2489479936.0,2238830080.0,1244917504.0,8.0497265,41.14964,2026-07-12
