symbol,name,sector,industry,revenue,ebitda,ebitda_margin_pct,total_debt,market_cap,insider_holding_pct,revenue_growth_pct,return_on_equity_pct,return_on_capital_employed_pct,promoter_pledge_pct,net_income,as_of_date,status,financial_currency,currency_flag,total_assets,retained_earnings,working_capital,current_ratio,quick_ratio,debt_to_equity,return_on_assets,beta,peg_ratio,enterprise_value,total_cash,operating_cash_flow,free_cash_flow,price_to_book,trailing_pe,data_pull_date
MALLCOM,Mallcom (India) Limited,Industrials,Security & Protection Services,5396064256.0,604625024.0,11.205,1202932992.0,6519552512.0,80.247,6.6,9.738,14.8227,0.0,300425984.0,2026-07-11,ok,INR,OK,5124801000.0,,996077000.0,1.543,0.524,37.784,0.059809998,0.191,,7622192640.0,99774000.0,348990016.0,-97004248.0,2.0476239,21.68985,2026-07-12
MALUPAPER,Malu Paper Mills Limited,Basic Materials,Paper & Paper Products,3332887040.0,-63090000.0,-1.893,1553906048.0,535943040.0,73.803,13.7,,,0.0,-195308000.0,2026-07-11,ok,INR,OK,1809955000.0,,-1068860000.0,0.467,0.212,,-0.04177,-0.168,,2046992256.0,35814000.0,72517000.0,19470376.0,-2.0749612,,2026-07-12
MAMATA,MAMATA MACHINERY LIMITED,Industrials,Specialty Industrial Machinery,2330018048.0,221663008.0,9.513,83331000.0,9353424896.0,65.526,-33.6,8.45,10.5122,0.0,150514000.0,2026-07-11,ok,INR,OK,2676109000.0,,825544000.0,2.136,0.918,4.503,0.0424,,,9169802240.0,231966000.0,24380000.0,18090000.0,5.0351043,62.107845,2026-07-12
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,Aluminum,5639067136.0,473484000.0,8.396,2410814976.0,2290415104.0,80.805,13.6,5.442,17.0032,0.0,75561000.0,2026-07-11,ok,INR,OK,5510361000.0,,694627000.0,1.214,0.317,169.359,0.04457,0.837,,4537150976.0,181220000.0,397396000.0,-41568876.0,1.6210576,30.391306,2026-07-12
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication,8844816384.0,804190976.0,9.092,1154034048.0,13118119936.0,74.977,9.4,14.136,18.6816,0.0,406875008.0,2026-07-11,ok,INR,OK,7548056000.0,,2452722000.0,1.79,0.425,33.071,0.06353,0.414,,10828820480.0,339041984.0,-88784000.0,-753994752.0,2.8696728,28.47685,2026-07-12
MANAKSIA,Manaksia Limited,Industrials,Metal Fabrication,7840912896.0,412879008.0,5.266,303726016.0,3772139776.0,76.223,-11.9,7.888,9.7534,0.0,523443008.0,2026-07-11,ok,INR,OK,8618796000.0,,6341325000.0,7.342,4.872,4.069,0.028380001,0.67,,159031152.0,4150723072.0,-105290000.0,1538978688.0,0.5214571,7.2040052,2026-07-12
MANALIPETC,Manali Petrochemicals Limited,Basic Materials,Specialty Chemicals,10223899648.0,820400000.0,8.024,1370000000.0,10746512384.0,52.329,27.1,10.939,11.849,0.0,1299500032.0,2026-07-11,ok,INR,OK,15959400000.0,,7430300000.0,4.507,3.722,10.691,0.02011,0.427,1.22,6053108224.0,6053100032.0,1163200000.0,2112500.0,0.83781433,8.26455,2026-07-12
MANAPPURAM,Manappuram Finance Limited,Financial Services,Credit Services,41830998016.0,,0.0,578366078976.0,320595394560.0,31.912,109.3,6.968,,0.0,10033000448.0,2026-07-11,ok,INR,OK,745593300000.0,,,94.116,93.965,360.191,0.01605,0.698,,796032368640.0,71437402112.0,-202377396224.0,,1.8007797,29.146029,2026-07-12
MANBA,MANBA FINANCE LIMITED,Financial Services,Credit Services,1390695936.0,,0.0,15556019200.0,6938062336.0,76.662,-3.4,11.65,4.2523,0.0,453564000.0,2026-07-11,ok,INR,OK,19792388000.0,,18226248000.0,87.936,87.936,379.637,0.02633,,,19837732864.0,2670963968.0,-3780779008.0,,1.6967688,15.2934675,2026-07-12
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,Credit Services,699008000.0,544537024.0,77.901,3317465088.0,5012460032.0,80.51,59.4,9.768,4.3992,0.0,153064992.0,2026-07-11,ok,INR,OK,5168811000.0,,4693947000.0,38.541,4.244,192.098,0.07615,-0.029,,7806217216.0,523708000.0,-1141491968.0,-1001560128.0,2.9024842,32.790054,2026-07-12
MANGALAM,Mangalam Drugs & Organics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2321327104.0,-141399008.0,-6.091,1127529984.0,439233888.0,36.683,-7.5,-35.233,-27.3362,0.0,-444000000.0,2026-07-11,ok,INR,OK,3149693000.0,,-408689000.0,0.792,0.209,109.406,-0.059369996,0.111,,1559172864.0,7514000.0,41776000.0,26746750.0,0.42612326,,2026-07-12
MANGLMCEM,Mangalam Cement Limited,Basic Materials,Building Materials,17584060416.0,2168669952.0,12.333,8884919296.0,26522517504.0,50.29,-2.5,14.099,11.0334,0.0,1289502976.0,2026-07-11,ok,INR,OK,24251444000.0,,-2750777000.0,0.722,0.269,90.914,0.03703,0.233,,33127409664.0,2284505088.0,939681984.0,-2537639680.0,2.7143354,20.574871,2026-07-12
MANINDS,Man Industries (India) Limited,Basic Materials,Steel,35639001088.0,4392999936.0,12.326,6279799808.0,42492919808.0,57.49,-5.0,9.231,16.0516,20.05,1704800000.0,2026-07-11,ok,INR,OK,50206100000.0,,9357300000.0,1.36,0.669,30.097,0.05119,0.324,1.12,40152178688.0,7279799808.0,5149100032.0,1511685504.0,1.9722664,24.334192,2026-07-12
MANINFRA,Man Infraconstruction Limited,Industrials,Engineering & Construction,6304613888.0,1288753024.0,20.441,639787008.0,42243698688.0,65.887,-50.5,10.152,12.5288,0.0,2005810048.0,2026-07-11,ok,INR,OK,27779426000.0,,19213370000.0,5.548,1.69,2.766,0.02938,0.356,,36959698944.0,6426832896.0,-496956992.0,-1713830912.0,1.8655187,20.641026,2026-07-12
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,142776401920.0,36174098432.0,25.336,63115399168.0,1042856148992.0,75.397,11.8,12.452,13.7495,0.0,19129300992.0,2026-07-11,ok,INR,OK,280795300000.0,138042500000.0,4469500000.0,1.069,0.614,38.111,0.061139997,0.446,,1084552839168.0,22679500800.0,31212900352.0,16479087616.0,6.389504,54.64402,2026-07-12
MANOMAY,Manomay Tex India Limited,Consumer Cyclical,Textile Manufacturing,7107033088.0,843676992.0,11.871,3477996032.0,3151670272.0,72.167,13.9,12.309,16.5157,0.0,196415008.0,2026-07-11,ok,INR,OK,6761614000.0,,1221490000.0,1.368,0.558,203.436,0.053400002,-0.012,,6623662592.0,4554000.0,259380000.0,-283003872.0,1.842644,16.049631,2026-07-12
MANORAMA,Manorama Industries Limited,Consumer Defensive,Packaged Foods,13667389440.0,3600520960.0,26.344,3557594880.0,101210447872.0,68.701,68.1,39.395,46.9158,0.0,2249179904.0,2026-07-11,ok,INR,OK,11895297000.0,,4504133000.0,1.973,0.311,52.154,0.19223,0.165,,98453782528.0,840470976.0,2504176896.0,1190531840.0,14.034996,44.63809,2026-07-12
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,14354790400.0,6283149824.0,43.77,4575909888.0,95283527680.0,74.939,8.7,20.026,22.319,0.0,3755429888.0,2026-07-11,ok,INR,OK,28527170000.0,,10114290000.0,3.674,3.141,23.295,0.10241,-0.104,,94373232640.0,5370240000.0,4814439936.0,4049818624.0,4.844767,25.381876,2026-07-12
MAPMYINDIA,C. E. Info Systems Limited,Technology,Software - Infrastructure,4741000192.0,1755100032.0,37.02,70400000.0,59325386752.0,69.431,1.0,15.796,20.7168,0.0,1341600000.0,2026-07-11,ok,INR,OK,10360400000.0,,4514200000.0,4.916,4.586,0.778,0.0917,0.138,,56017252352.0,3324999936.0,933299968.0,420587488.0,6.5494437,44.254494,2026-07-12
MARATHON,Marathon Nextgen Realty Limited,Real Estate,Real Estate - Development,4961156096.0,1210891008.0,24.407,993849024.0,27642423296.0,62.738,-23.6,11.684,10.7146,0.0,2029563008.0,2026-07-11,ok,INR,OK,27596278000.0,,12993044000.0,4.866,1.414,4.266,0.03075,0.46,,24648185856.0,4046190080.0,-541601024.0,-939696256.0,1.1935571,13.403072,2026-07-12
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,136109998080.0,23280001024.0,17.104,5569999872.0,1104742055936.0,59.036,22.1,41.393,38.7513,2.03,17620000768.0,2026-07-11,ok,INR,OK,100750000000.0,37680000000.0,17590000000.0,1.31,0.914,12.394,0.14433,0.175,1.02,1080472043520.0,24409999360.0,20839999488.0,28516249600.0,26.04485,62.915127,2026-07-12
MARINE,Marine Electricals (India) Limited,Industrials,Electrical Equipment & Parts,8769350656.0,944683008.0,10.773,885976000.0,34320500736.0,0.0,10.7,12.887,17.78,0.0,583692032.0,2026-07-11,ok,INR,OK,8904453000.0,,3987839000.0,2.116,1.611,17.661,0.061680004,1.065,,35443126272.0,1480852992.0,-160640992.0,-392255264.0,7.2934875,61.30332,2026-07-12
MARKOLINES,MARKOLINES PAVEMENT TEC L,Industrials,Infrastructure Operations,3484879104.0,478148000.0,13.721,862137984.0,3674441984.0,62.673,-13.5,13.83,19.0527,0.0,262294000.0,2026-07-11,ok,INR,OK,3392726000.0,,855409000.0,1.678,1.152,42.552,0.077800006,-0.189,,4526196224.0,18278000.0,62407000.0,362793760.0,1.8174585,14.009245,2026-07-12
MARKSANS,Marksans Pharma Limited,Healthcare,Drug Manufacturers - General,29509380096.0,6007790080.0,20.359,3433789952.0,123441799168.0,43.874,20.8,15.159,17.5379,0.0,4179000064.0,2026-07-11,ok,INR,OK,38609020000.0,,21956500000.0,5.166,3.121,11.248,0.0884,1.09,1.12,117228052480.0,9896510464.0,4581250048.0,703467520.0,4.0816936,29.576546,2026-07-12
MARSONS,Marsons Limited,Industrials,Electrical Equipment & Parts,2454254080.0,423371008.0,17.25,6979000.0,20455806976.0,74.026,66.0,27.24,19.9874,0.0,463251008.0,2026-07-11,ok,INR,OK,2907782000.0,,1205890000.0,2.662,1.645,0.321,0.11728,0.921,,20415825920.0,110653000.0,16178000.0,-130844128.0,9.429592,44.18587,2026-07-12
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,1833160015872.0,214561996800.0,11.704,1025000000.0,4355733061632.0,60.279,28.2,14.434,17.2216,0.0,146795003904.0,2026-07-11,ok,INR,OK,1488810000000.0,,24772000000.0,1.068,0.622,0.096,0.06549,0.265,0.77,4183279796224.0,173457997824.0,190999003136.0,77131751424.0,4.064822,29.673578,2026-07-12
MASFIN,MAS Financial Services Limited,Financial Services,Credit Services,9157999616.0,,0.0,103174897664.0,58509643776.0,71.258,-4.6,13.217,3.2689,0.0,3712100096.0,2026-07-11,ok,INR,OK,137466000000.0,,120717400000.0,210.048,203.617,339.79,0.028970001,0.289,,152194580480.0,10040200192.0,-17867700224.0,,1.9648168,15.74463,2026-07-12
MASTEK,Mastek Limited,Technology,Information Technology Services,36987498496.0,5855600128.0,15.831,4382600192.0,52084412416.0,49.168,3.6,14.814,16.6212,0.0,4040000000.0,2026-07-11,ok,INR,OK,43088300000.0,,11340300000.0,2.157,1.99,14.648,0.07847,0.186,,45394599936.0,9390999552.0,5416900096.0,4081112576.0,1.6846772,12.96974,2026-07-12
MASTERTR,Master Trust Limited,Financial Services,Capital Markets,5164800000.0,,0.0,2278700032.0,11466320896.0,84.479,47.9,17.29,18.4387,16.95,1260899968.0,2026-07-11,ok,INR,OK,22442800000.0,,10600300000.0,1.857,1.733,27.836,0.06008,0.761,,-4745458176.0,18244999168.0,3111800064.0,,1.3714815,8.793396,2026-07-12
MATRIMONY,Matrimony.com Limited,Communication Services,Internet Content & Information,4599900160.0,515700000.0,11.211,493500000.0,9032918016.0,80.363,7.9,15.252,19.7147,22.42,341700000.0,2026-07-11,ok,INR,OK,4404200000.0,,774200000.0,1.393,0.697,23.902,0.0341,0.032,,8374396928.0,1363699968.0,754200000.0,-649837504.0,4.477459,27.467003,2026-07-12
MAXESTATES,MAX ESTATES LIMITED,Real Estate,Real Estate - Development,2968007936.0,1210791936.0,40.795,24118677504.0,73499279360.0,70.138,-8.7,0.539,1.158,0.0,156926000.0,2026-07-11,ok,INR,OK,124372040000.0,,37472863000.0,1.784,0.211,76.296,0.00563,1.116,,92116172800.0,9952163840.0,-6156478976.0,-22778021888.0,2.9148562,454.0404,2026-07-12
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,83734503424.0,22428299264.0,26.785,34783600640.0,1078451372032.0,27.144,12.2,14.333,12.5673,0.0,14424099840.0,2026-07-11,ok,INR,OK,172309400000.0,43961500000.0,-2421500000.0,0.889,0.764,32.367,0.0692,0.082,,1105090052096.0,7006000128.0,16333200384.0,-2116499968.0,10.024697,75.17639,2026-07-12
MAXIND,Max India Limited,Healthcare,Medical Care Facilities,2133600000.0,-659000000.0,-30.887,962099968.0,8632528896.0,59.545,67.4,-31.774,-21.1175,0.0,-1218499968.0,2026-07-11,ok,INR,OK,6692500000.0,,2188500000.0,2.353,0.914,23.564,-0.08736,0.391,,8484089856.0,1107000064.0,-947200000.0,-2486277376.0,2.1133869,,2026-07-12
MAYURUNIQ,Mayur Uniquoters Limited,Consumer Cyclical,Textile Manufacturing,9670179840.0,2346771968.0,24.268,77775000.0,36219912192.0,61.012,9.1,18.365,22.6541,0.0,1917400064.0,2026-07-11,ok,INR,OK,12619495000.0,,7267723000.0,7.455,4.151,0.687,0.11079001,0.362,,33712400384.0,2580076032.0,1331527040.0,-114464376.0,3.1977582,18.905647,2026-07-12
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,130063097856.0,22656299008.0,17.419,4473699840.0,976219996160.0,81.218,21.3,28.77,28.5149,0.0,25833799680.0,2026-07-11,ok,INR,OK,274577500000.0,,63995100000.0,1.404,1.036,4.481,0.048270002,0.565,,852020035584.0,130964897792.0,-28907200512.0,-39999111168.0,10.007485,37.73741,2026-07-12
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs,18736302080.0,2381280000.0,12.709,8614218752.0,57505177600.0,0.0,35.2,31.5,19.6766,0.0,1501824000.0,2026-07-11,ok,INR,OK,16824324000.0,,2773348000.0,1.438,0.807,156.708,0.096099995,-0.043,,66118979584.0,417000.0,-1273784064.0,-5956018176.0,2.0922337,38.265305,2026-07-12
MBEL,M AND B ENGINEERING LTD,Industrials,Engineering & Construction,12597219328.0,1415257984.0,11.235,835219008.0,18264569856.0,71.944,16.0,19.226,21.0169,0.0,926358016.0,2026-07-11,ok,INR,OK,11606220000.0,,4489368000.0,1.917,0.686,12.711,0.078660004,,,16177881088.0,2786379008.0,-308760000.0,-975276096.0,2.758954,18.866589,2026-07-12
MCCHRLS-B,Mac Charles (India) Limited,,,1103030016.0,791470016.0,71.754,15075649536.0,,76.743,1566.9,-252.852,,,-1162780032.0,2026-07-11,ok,INR,OK,,,,3.499,1.517,,0.026519999,0.13,,22250160128.0,2027090048.0,-649560000.0,-3092782592.0,-87.64045,,2026-07-12
MCL,M Tek Copper Limited,Basic Materials,Copper,2342023168.0,119587488.0,5.106,416105984.0,1478196864.0,,102.1,9.359,10.9565,0.0,44878296.0,2026-07-11,ok,INR,OK,768220000.0,85580000.0,345266000.0,1.616,0.338,82.894,0.06811,0.619,,1890285312.0,4662000.0,62152000.0,-154369120.0,2.9460132,32.035294,2026-07-12
MCLOUD,Magellanic Cloud Limited,Technology,Information Technology Services,6978763776.0,2069074048.0,29.648,2918938880.0,17289119744.0,73.174,31.5,18.974,19.6042,33.88,1142318976.0,2026-07-11,ok,INR,OK,11531900000.0,,2751232000.0,1.995,1.485,42.501,0.10104,-0.054,,19546595328.0,581873984.0,920241984.0,-388161984.0,2.5068328,16.676136,2026-07-12
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,24290500608.0,17736300544.0,73.017,47600000.0,705182171136.0,15.048,200.0,37.883,39.0379,,13315500032.0,2026-07-11,ok,INR,OK,75006300000.0,,9821000000.0,1.31,1.256,0.113,0.17923,0.599,,667243380736.0,39172698112.0,30347200512.0,28114087936.0,16.757488,53.19063,2026-07-12
MEDANTA,Global Health Limited,Healthcare,Medical Care Facilities,44102660096.0,9190979584.0,20.84,11900460032.0,359250231296.0,67.12,24.5,15.032,15.0464,0.0,5564599808.0,2026-07-11,ok,INR,OK,59050040000.0,,10477890000.0,2.671,2.458,29.869,0.081590004,0.161,,359962476544.0,11302280192.0,7143909888.0,-2141885056.0,9.065512,64.5222,2026-07-12
MEDIASSIST,MEDI ASSIST HEALTH SER L,Healthcare,Healthcare Plans,9047669760.0,1746070016.0,19.299,543980032.0,26728316928.0,12.738,28.1,12.717,10.8859,0.0,878889984.0,2026-07-11,ok,INR,OK,13724620000.0,,1475380000.0,1.337,1.201,6.382,0.04815,1.128,,24375691264.0,2390929920.0,1180710016.0,958507520.0,3.109736,29.497114,2026-07-12
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2008829056.0,227004000.0,11.3,477836000.0,3327636736.0,62.965,80.2,4.01,5.45,0.0,96413000.0,2026-07-11,ok,INR,OK,3719884000.0,,1358145000.0,2.545,1.286,17.341,0.02892,0.622,,3050375424.0,312641984.0,-331723008.0,-235822880.0,1.0470635,34.029125,2026-07-12
MEDICO,Medico Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2063773056.0,170270000.0,8.25,192040992.0,3295294464.0,69.45,37.5,19.015,26.2219,0.0,,2026-07-11,ok,INR,OK,1534033000.0,,512750000.0,1.66,1.104,25.444,0.06375,0.598,,3430100480.0,37512000.0,58742000.0,-87589872.0,4.339891,25.13291,2026-07-12
MEDPLUS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers,68924661760.0,4034700032.0,5.854,14243829760.0,99202875392.0,41.696,23.5,11.824,12.2046,60.74,,2026-07-11,ok,INR,OK,39325260000.0,,13793590000.0,3.001,0.928,72.133,0.05562,0.44,,107274944512.0,6129480192.0,4955809792.0,2715787520.0,5.0202365,45.240963,2026-07-12
MEESHO,MEESHO LIMITED,Consumer Cyclical,Internet Retail,126263476224.0,-14851109888.0,-11.762,626289984.0,897198129152.0,0.0,47.1,-46.563,-26.9792,0.0,,2026-07-11,ok,INR,OK,79067460000.0,,19138990000.0,1.554,0.825,1.428,-0.12654,,,869100158976.0,28449120256.0,-38753361920.0,-49137135616.0,20.447699,,2026-07-12
MEGASTAR,Megastar Foods Limited,Consumer Defensive,Packaged Foods,5325771776.0,352700000.0,6.623,1313980032.0,4329439744.0,74.601,20.3,9.46,16.266,0.0,,2026-07-11,ok,INR,OK,2681630000.0,,151745000.0,1.146,0.562,127.734,0.06501,-0.404,,5561286656.0,90937000.0,274019008.0,14120500.0,4.217272,46.52306,2026-07-12
MENNPIS,Menon Pistons Limited,,,3041572096.0,469598016.0,15.439,0.0,,75.531,-42.7,15.274,,,,2026-07-11,ok,INR,OK,,,,2.136,1.165,5.402,0.098579995,-0.171,,3300455936.0,43872000.0,510024000.0,129432752.0,4.485031,,2026-07-12
MERCANTILE,Mercantile Ventures Limited,,,933369024.0,4928000.0,0.528,0.0,,90.059,22.9,0.636,,,,2026-07-11,ok,INR,OK,,,,2.167,1.383,,-0.00072999997,0.501,,2862089728.0,74719000.0,8337000.0,336604384.0,1.0460773,,2026-07-12
METROBRAND,Metro Brands Limited,Consumer Cyclical,Apparel Retail,28636299264.0,8674400256.0,30.292,15702099968.0,288810237952.0,86.161,20.3,22.094,19.5781,0.0,,2026-07-11,ok,INR,OK,40153000000.0,,11962700000.0,2.89,1.26,77.476,0.09463,0.008,,297751576576.0,6977500160.0,4737900032.0,1615712512.0,14.484117,70.40531,2026-07-12
METROGLOBL,MetroGlobal Limited,Industrials,Conglomerates,2466348032.0,300560000.0,12.186,33356000.0,1645528960.0,87.108,-16.8,5.468,7.6852,,,2026-07-11,ok,INR,OK,4268962000.0,,2441741000.0,18.925,5.582,0.815,0.043709997,0.154,,937848960.0,753596032.0,279715008.0,-94855872.0,0.40306476,7.453073,2026-07-12
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research,16458459136.0,4008461056.0,24.355,2319110912.0,117775147008.0,48.856,23.0,13.373,15.727,1.18,,2026-07-11,ok,INR,OK,21380546000.0,,1345900000.0,1.403,1.117,15.212,0.08336,0.216,,117925191680.0,2029644032.0,3506955008.0,2423693056.0,7.7666254,61.7337,2026-07-12
MFML,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,Textile Manufacturing,1390567936.0,132825000.0,9.552,772924032.0,210600048.0,68.715,43.6,-0.024,2.3634,0.0,,2026-07-11,ok,INR,OK,1997555000.0,,-92468000.0,0.866,0.565,79.119,0.03345,,,784502912.0,199012992.0,89413000.0,-205977872.0,0.21556926,,2026-07-12
MFSL,Max Financial Services Limited,Financial Services,Insurance - Life,476964290560.0,6247000064.0,1.31,3572400128.0,560882647040.0,2.078,-40.2,1.629,,26.92,,2026-07-11,ok,INR,OK,1989355600000.0,,,0.825,0.825,12.673,0.00093000004,0.645,,445644734464.0,4491100160.0,114727100416.0,-7328792576.0,20.490847,666.5714,2026-07-12
MGL,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,82457001984.0,14505799680.0,17.592,2229299968.0,111253413888.0,42.501,4.5,13.627,16.4548,0.0,,2026-07-11,ok,INR,OK,89811200000.0,,-1220300000.0,0.938,0.821,3.461,0.07541,0.707,,102126010368.0,11498999808.0,11622899712.0,-1127162496.0,1.7309052,13.227246,2026-07-12
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,Textile Manufacturing,1119736960.0,297198016.0,26.542,116475000.0,1478448512.0,81.402,29.2,27.33,32.763,0.0,,2026-07-11,ok,INR,OK,1153822000.0,,507039000.0,3.149,2.36,12.845,0.15126,0.018,,1156227200.0,438488992.0,276884992.0,173691248.0,1.6302656,6.787421,2026-07-12
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,Resorts & Casinos,29917362176.0,3954940928.0,13.22,38294204416.0,47135899648.0,67.913,5.3,8.972,3.5862,0.0,,2026-07-11,ok,INR,OK,113845678000.0,8053446000.0,12871274000.0,1.521,0.817,488.662,0.015039999,-0.195,,77802307584.0,7685533184.0,5307566080.0,-9281022976.0,6.059475,67.94186,2026-07-12
MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,Steel,12086258688.0,2375809024.0,19.657,4068492032.0,77914701824.0,74.0,34.6,8.922,8.8193,0.0,,2026-07-11,ok,INR,OK,32201341000.0,,12743452000.0,2.515,0.888,26.557,0.03486,0.649,,80026918912.0,1922148992.0,1546699008.0,-10382750.0,5.0836687,59.160736,2026-07-12
MIDWESTLTD,MIDWEST LIMITED,Basic Materials,Building Materials,6456180224.0,1743689984.0,27.008,1924140032.0,48177057792.0,84.478,-6.2,13.219,13.7175,0.0,,2026-07-11,ok,INR,OK,13667720000.0,,3792660000.0,2.735,2.088,19.664,0.07388,,,46057611264.0,2287719936.0,1747200000.0,318400000.0,4.8068495,45.254757,2026-07-12
MINDACORP,Minda Corporation Limited,Consumer Cyclical,Auto Parts,61853401088.0,7210899968.0,11.658,14714500096.0,164493754368.0,67.469,29.0,14.739,15.0838,0.0,3602599936.0,2026-07-11,ok,INR,OK,54954200000.0,,-1275100000.0,0.941,0.532,55.348,0.0592,0.406,,178025037824.0,1470800000.0,6756199936.0,780075008.0,6.227779,46.284767,2026-07-12
MINDTECK,Mindteck (India) Limited,Technology,Information Technology Services,4072999936.0,379400000.0,9.315,38800000.0,6717735424.0,75.932,-0.1,11.188,12.812,0.0,,2026-07-11,ok,INR,OK,3698500000.0,,2655900000.0,5.633,5.33,1.278,0.06032,0.649,,4837182464.0,1918400000.0,260300000.0,126512496.0,2.212598,21.3215,2026-07-12
MIRZAINT,Mirza International Limited,Consumer Cyclical,Footwear & Accessories,5272317952.0,179296000.0,3.401,205400000.0,5508727808.0,73.475,-15.9,-0.101,1.2518,0.0,,2026-07-11,ok,INR,OK,6915600000.0,4804700000.0,2083100000.0,3.67,1.305,3.65,-0.01154,-0.186,,5369763328.0,324400000.0,439600000.0,242491248.0,0.9752637,,2026-07-12
MITTAL,Mittal Life Style Limited,Consumer Cyclical,Textile Manufacturing,914540992.0,79004000.0,8.639,189612992.0,403949696.0,,13.2,3.756,6.6057,0.0,,2026-07-11,ok,INR,OK,1100866000.0,,88040000.0,1.306,1.026,29.486,0.03753,0.459,,571690688.0,21872000.0,250942000.0,-30963500.0,0.64722615,18.2,2026-07-12
MKPL,M. K. Proteins Limited,Consumer Defensive,Packaged Foods,3828751872.0,116769000.0,3.05,371376992.0,1727700608.0,74.825,6.4,9.37,14.2915,0.0,68290000.0,2026-07-11,ok,INR,OK,1311970000.0,,656845000.0,2.25,0.048,48.673,0.05368,0.087,,2104799616.0,4382000.0,54337000.0,4156398.0,2.277474,25.444443,2026-07-12
MMFL,M M Forgings Limited,Industrials,Metal Fabrication,15898732544.0,2799804928.0,17.61,12353244160.0,25270591488.0,60.943,15.9,10.495,11.849,0.0,981171008.0,2026-07-11,ok,INR,OK,25243774000.0,,1578551000.0,1.175,0.758,126.295,0.04536,0.824,,35388690432.0,2254924032.0,2296869888.0,-748125632.0,2.5861728,25.581625,2026-07-12
MMP,MMP Industries Limited,Basic Materials,Aluminum,8240050176.0,649355008.0,7.88,1845245056.0,7308332032.0,0.0,11.9,9.257,12.9091,0.0,310092992.0,2026-07-11,ok,INR,OK,6249367000.0,,541237000.0,1.256,0.43,53.253,0.05706,0.197,,9136847872.0,20081000.0,532896992.0,-326531616.0,2.110104,23.581968,2026-07-12
MMTC,MMTC Limited,Industrials,Conglomerates,34100000.0,-1816499968.0,0.0,24200000.0,97649999872.0,89.944,165.2,20.266,29.7456,0.0,3873799936.0,2026-07-11,ok,INR,OK,27958700000.0,,15495100000.0,3.397,2.805,0.114,-0.03721,0.645,,79818498048.0,17886699520.0,-6052599808.0,-159812496.0,4.6059146,25.23256,2026-07-12
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,Technology,Software - Infrastructure,11192320000.0,990739968.0,8.852,2759549952.0,17438504960.0,39.61,7.8,-11.015,-6.2598,0.0,-621009984.0,2026-07-11,ok,INR,OK,14085680000.0,,4060500000.0,1.474,1.128,51.207,0.04165,,,11164571648.0,8931349504.0,-781400000.0,4257553664.0,3.21702,,2026-07-12
MODIRUBBER,Modi Rubber Limited,Real Estate,Real Estate Services,342467008.0,-259591008.0,-75.8,227256000.0,3260527872.0,85.614,70.9,0.094,0.622,0.0,6397000.0,2026-07-11,ok,INR,OK,7709211000.0,,702683000.0,2.229,2.038,3.356,-0.024530001,-0.07,,2624888064.0,873932032.0,-234360000.0,-54491500.0,0.4820165,500.80774,2026-07-12
MODIS,Modi's Navnirman Limited,Real Estate,Real Estate - Development,1893134976.0,384575008.0,20.314,63078000.0,6829492224.0,79.67,158.2,22.252,23.5891,,291784992.0,2026-07-11,ok,INR,OK,3049361000.0,,1570498000.0,2.094,0.095,4.026,0.1025,0.047,,6840137216.0,49148000.0,-23338000.0,-345659264.0,4.357337,23.411686,2026-07-12
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,Textile Manufacturing,,,0.0,,1663296000.0,69.479,,,13.8293,0.0,,2026-07-11,ok,INR,OK,2545980000.0,,737688000.0,,,,,,,,,,,,13.626781,2026-07-12
MOHITIND,Mohit Industries Limited,Consumer Cyclical,Textile Manufacturing,1398967040.0,23656000.0,1.691,556843008.0,325199488.0,58.879,2.5,-0.587,3.1576,0.0,-7879000.0,2026-07-11,ok,INR,OK,1496557000.0,,-67866000.0,0.864,0.226,60.172,0.00318,0.274,,846915392.0,13591000.0,128781000.0,24219376.0,0.32813817,,2026-07-12
